Date,County,State,Vehicle Primary Use,Battery Electric Vehicles (BEVs),Plug-In Hybrid Electric Vehicles (PHEVs),Electric Vehicle (EV) Total,Non-Electric Vehicle Total,Total Vehicles,Percent Electric Vehicles
May 31 2020,Juneau,AK,Passenger,0,2,2,24,26,7.69
May 31 2020,San Mateo,CA,Passenger,0,1,1,110,111,0.90
June 30 2020,Kitsap,WA,Passenger,1420,717,2137,183325,185462,1.15
June 30 2020,Oklahoma,OK,Passenger,0,1,1,111,112,0.89
July 31 2020,Ramsey,MN,Passenger,1,0,1,33,34,2.94
May 31 2020,Santa Barbara,CA,Passenger,1,0,1,89,90,1.11
May 31 2020,Klickitat,WA,Truck,0,0,0,8401,8401,0.00
July 31 2020,Saginaw,MI,Passenger,1,0,1,9,10,10.00
May 31 2020,Honolulu,HI,Passenger,3,0,3,413,416,0.72
May 31 2020,Washoe,NV,Passenger,1,0,1,80,81,1.23
May 31 2020,Sarasota,FL,Passenger,1,0,1,20,21,4.76
July 31 2020,Saint Louis City,MO,Passenger,1,0,1,25,26,3.85
June 30 2020,Pend Oreille,WA,Passenger,7,6,13,9555,9568,0.14
July 31 2020,San Bernardino,CA,Passenger,0,1,1,418,419,0.24
May 31 2020,Whatcom,WA,Truck,3,0,3,43982,43985,0.01
July 31 2020,San Juan,WA,Passenger,314,97,411,14361,14772,2.78
June 30 2020,Pinellas,FL,Passenger,1,1,2,85,87,2.30
June 30 2020,Lewis,WA,Passenger,114,121,235,59427,59662,0.39
July 31 2020,San Mateo,CA,Passenger,0,1,1,105,106,0.94
June 30 2020,Powhatan,VA,Passenger,1,0,1,0,1,100.00
May 31 2020,Los Angeles,CA,Passenger,9,9,18,955,973,1.85
June 30 2020,Monroe,IL,Passenger,1,0,1,3,4,25.00
July 31 2020,Santa Cruz,CA,Passenger,1,0,1,29,30,3.33
June 30 2020,Montgomery,OH,Passenger,0,1,1,58,59,1.69
May 31 2020,Suffolk City,VA,Passenger,1,0,1,117,118,0.85
July 31 2020,Skagit,WA,Truck,1,0,1,33482,33483,0.00
June 30 2020,Moore,NC,Passenger,0,2,2,161,163,1.23
July 31 2020,Snohomish,WA,Truck,0,0,0,127680,127680,0.00
June 30 2020,Nueces,TX,Passenger,1,0,1,81,82,1.22
June 30 2020,Maricopa,AZ,Passenger,5,5,10,1158,1168,0.86
July 31 2020,Stevens,WA,Truck,0,0,0,19301,19301,0.00
May 31 2020,Utah,UT,Passenger,0,1,1,115,116,0.86
June 30 2020,Mason,WA,Truck,0,0,0,21227,21227,0.00
June 30 2020,Bryan,GA,Passenger,1,0,1,54,55,1.82
May 31 2020,Montgomery,MD,Passenger,0,4,4,242,246,1.63
May 31 2020,Valencia,NM,Passenger,1,0,1,3,4,25.00
June 30 2020,San Francisco,CA,Passenger,1,1,2,82,84,2.38
June 30 2020,Bucks,PA,Passenger,1,0,1,19,20,5.00
May 31 2020,Mason,WA,Passenger,187,145,332,48299,48631,0.68
July 31 2020,Thurston,WA,Truck,0,0,0,57031,57031,0.00
May 31 2020,Mason,WA,Truck,0,0,0,21154,21154,0.00
June 30 2020,Camden,GA,Passenger,1,1,2,145,147,1.36
June 30 2020,Pima,AZ,Passenger,2,1,3,299,302,0.99
June 30 2020,Polk,FL,Passenger,1,0,1,62,63,1.59
July 31 2020,Valencia,NM,Passenger,1,0,1,4,5,20.00
May 31 2020,Yakima,WA,Passenger,149,127,276,169634,169910,0.16
June 30 2020,Spartanburg,SC,Passenger,0,1,1,34,35,2.86
May 31 2020,Pima,AZ,Passenger,2,1,3,308,311,0.96
May 31 2020,Montgomery,AL,Passenger,0,1,1,38,39,2.56
June 30 2020,Prince William,VA,Passenger,2,3,5,222,227,2.20
May 31 2020,Pinellas,FL,Passenger,1,1,2,85,87,2.30
June 30 2020,Spokane,WA,Passenger,771,526,1297,322358,323655,0.40
June 30 2020,Chesapeake City,VA,Passenger,0,2,2,406,408,0.49
July 31 2020,Washoe,NV,Passenger,1,0,1,75,76,1.32
May 31 2020,Polk,FL,Passenger,1,0,1,63,64,1.56
June 30 2020,Norfolk City,VA,Passenger,2,1,3,358,361,0.83
June 30 2020,Saginaw,MI,Passenger,1,0,1,9,10,10.00
May 31 2020,Powhatan,VA,Passenger,1,0,1,0,1,100.00
June 30 2020,,,Passenger,7,5,12,1891,1903,0.63
June 30 2020,Saint Clair,IL,Passenger,1,0,1,136,137,0.73
June 30 2020,Clark,WA,Passenger,2145,1117,3262,323876,327138,1.00
June 30 2020,Oldham,KY,Passenger,0,1,1,4,5,20.00
June 30 2020,Adams,WA,Passenger,9,9,18,13138,13156,0.14
July 31 2020,Westchester,NY,Passenger,0,1,1,22,23,4.35
June 30 2020,Orange,CA,Passenger,5,1,6,491,497,1.21
June 30 2020,Adams,WA,Truck,0,0,0,5455,5455,0.00
May 31 2020,Norfolk City,VA,Passenger,2,1,3,359,362,0.83
June 30 2020,Santa Barbara,CA,Passenger,1,0,1,88,89,1.12
July 31 2020,Yakima,WA,Passenger,157,129,286,170218,170504,0.17
June 30 2020,Pacific,WA,Passenger,43,38,81,16043,16124,0.50
June 30 2020,Utah,UT,Passenger,0,1,1,112,113,0.88
June 30 2020,Arlington,VA,Passenger,0,2,2,133,135,1.48
June 30 2020,Ventura,CA,Passenger,1,2,3,283,286,1.05
May 31 2020,Orange,CA,Passenger,5,1,6,492,498,1.20
June 30 2020,Spokane,WA,Truck,1,0,1,101083,101084,0.00
June 30 2020,Pierce,WA,Passenger,2624,1823,4447,560387,564834,0.79
May 31 2020,San Bernardino,CA,Passenger,0,1,1,431,432,0.23
August 31 2020,Arapahoe,CO,Passenger,1,0,1,121,122,0.82
June 30 2020,Bartow,GA,Passenger,0,1,1,3,4,25.00
June 30 2020,Stevens,WA,Passenger,39,35,74,31514,31588,0.23
May 31 2020,Osceola,FL,Passenger,1,0,1,34,35,2.86
May 31 2020,San Francisco,CA,Passenger,1,1,2,85,87,2.30
June 30 2020,Placer,CA,Passenger,1,0,1,78,79,1.27
June 30 2020,District Of Columbia,DC,Passenger,2,3,5,207,212,2.36
August 31 2020,Benton,WA,Truck,0,0,0,44081,44081,0.00
May 31 2020,Santa Cruz,CA,Passenger,1,0,1,32,33,3.03
June 30 2020,Whitman,WA,Passenger,46,51,97,22615,22712,0.43
June 30 2020,Douglas,NE,Passenger,0,1,1,47,48,2.08
June 30 2020,Thurston,WA,Passenger,1240,793,2033,200494,202527,1.00
June 30 2020,Yakima,WA,Truck,0,0,0,62083,62083,0.00
May 31 2020,Spokane,WA,Passenger,762,518,1280,322044,323324,0.40
June 30 2020,Salt Lake,UT,Passenger,0,1,1,177,178,0.56
June 30 2020,Garfield,WA,Truck,0,0,0,1002,1002,0.00
June 30 2020,Walla Walla,WA,Truck,0,0,0,14156,14156,0.00
July 31 2020,Alexandria City,VA,Passenger,4,0,4,131,135,2.96
August 31 2020,Charles,MD,Passenger,1,1,2,68,70,2.86
May 31 2020,San Diego,CA,Passenger,13,9,22,2776,2798,0.79
May 31 2020,Thurston,WA,Passenger,1234,789,2023,200395,202418,1.00
August 31 2020,Chelan,WA,Truck,0,0,0,23273,23273,0.00
June 30 2020,Sarasota,FL,Passenger,1,0,1,21,22,4.55
July 31 2020,Bartow,GA,Passenger,0,1,1,3,4,25.00
August 31 2020,Chesapeake City,VA,Passenger,0,2,2,401,403,0.50
May 31 2020,Sedgwick,KS,Passenger,1,0,1,88,89,1.12
June 30 2020,Yakima,WA,Passenger,150,129,279,169880,170159,0.16
June 30 2020,Sedgwick,KS,Passenger,1,0,1,88,89,1.12
May 31 2020,Ventura,CA,Passenger,1,2,3,288,291,1.03
August 31 2020,Clallam,WA,Truck,1,0,1,22244,22245,0.00
May 31 2020,Vigo,IN,Passenger,1,0,1,4,5,20.00
June 30 2020,Skamania,WA,Truck,0,0,0,4173,4173,0.00
August 31 2020,Clark,WA,Passenger,2263,1137,3400,324491,327891,1.04
July 31 2020,Adams,WA,Truck,0,0,0,5475,5475,0.00
June 30 2020,Clark,NV,Passenger,2,1,3,624,627,0.48
May 31 2020,Spartanburg,SC,Passenger,0,1,1,35,36,2.78
May 31 2020,Walla Walla,WA,Truck,0,0,0,14084,14084,0.00
May 31 2020,Stafford,VA,Passenger,1,0,1,86,87,1.15
June 30 2020,Suffolk City,VA,Passenger,1,0,1,120,121,0.83
June 30 2020,Jefferson,WA,Passenger,249,154,403,25301,25704,1.57
July 31 2020,Arapahoe,CO,Passenger,1,0,1,120,121,0.83
June 30 2020,Twin Falls,ID,Passenger,0,1,1,19,20,5.00
June 30 2020,Columbia,GA,Passenger,1,1,2,138,140,1.43
July 31 2020,Camden,GA,Passenger,1,1,2,142,144,1.39
July 31 2020,Bay,FL,Passenger,1,0,1,34,35,2.86
June 30 2020,Kittitas,WA,Passenger,105,49,154,30563,30717,0.50
May 31 2020,Westchester,NY,Passenger,0,1,1,23,24,4.17
June 30 2020,Contra Costa,CA,Passenger,3,0,3,182,185,1.62
June 30 2020,Klamath,OR,Passenger,1,0,1,25,26,3.85
May 31 2020,Whitman,WA,Passenger,47,51,98,22639,22737,0.43
June 30 2020,Wahkiakum,WA,Truck,0,0,0,1786,1786,0.00
August 31 2020,Denver,CO,Passenger,1,0,1,96,97,1.03
June 30 2020,Lincoln,WA,Passenger,6,12,18,7827,7845,0.23
May 31 2020,Williams,ND,Passenger,0,1,1,12,13,7.69
June 30 2020,,CA,Passenger,1,2,3,215,218,1.38
June 30 2020,Allegheny,PA,Passenger,1,0,1,59,60,1.67
June 30 2020,Whatcom,WA,Truck,3,0,3,44144,44147,0.01
June 30 2020,Ada,ID,Passenger,0,1,1,243,244,0.41
June 30 2020,Maui,HI,Passenger,1,0,1,31,32,3.12
June 30 2020,Arapahoe,CO,Passenger,1,0,1,120,121,0.83
June 30 2020,Alameda,CA,Passenger,1,0,1,249,250,0.40
June 30 2020,Dekalb,IN,Passenger,1,0,1,1,2,50.00
July 31 2020,Columbia,GA,Passenger,1,1,2,139,141,1.42
June 30 2020,Mecklenburg,NC,Passenger,1,0,1,66,67,1.49
July 31 2020,Charles,MD,Passenger,1,1,2,69,71,2.82
July 31 2020,,,Passenger,8,5,13,1852,1865,0.70
June 30 2020,Anne Arundel,MD,Passenger,0,3,3,408,411,0.73
July 31 2020,Columbia,WA,Passenger,4,3,7,2489,2496,0.28
August 31 2020,Fresno,CA,Passenger,1,0,1,165,166,0.60
July 31 2020,Chelan,WA,Passenger,245,85,330,55408,55738,0.59
June 30 2020,Bell,TX,Passenger,0,1,1,393,394,0.25
June 30 2020,Asotin,WA,Passenger,17,13,30,12676,12706,0.24
July 31 2020,Chesapeake City,VA,Passenger,0,2,2,403,405,0.49
June 30 2020,Benton,WA,Truck,0,0,0,43829,43829,0.00
July 31 2020,Anne Arundel,MD,Passenger,0,3,3,402,405,0.74
August 31 2020,Glacier,MT,Passenger,0,1,1,3,4,25.00
July 31 2020,Asotin,WA,Passenger,17,13,30,12718,12748,0.24
July 31 2020,Clallam,WA,Truck,1,0,1,22252,22253,0.00
June 30 2020,Nassau,FL,Passenger,1,0,1,27,28,3.57
June 30 2020,Frederick,MD,Passenger,2,1,3,79,82,3.66
July 31 2020,Clark,WA,Passenger,2225,1125,3350,324179,327529,1.02
June 30 2020,Boone,MO,Passenger,0,1,1,7,8,12.50
July 31 2020,Dekalb,IN,Passenger,1,0,1,1,2,50.00
June 30 2020,Bradley,TN,Passenger,0,1,1,3,4,25.00
July 31 2020,Clay,FL,Passenger,0,1,1,82,83,1.20
July 31 2020,Douglas,NE,Passenger,0,1,1,46,47,2.13
June 30 2020,Calvert,MD,Passenger,0,2,2,90,92,2.17
July 31 2020,Douglas,OR,Passenger,1,0,1,39,40,2.50
June 30 2020,Pend Oreille,WA,Truck,0,0,0,5978,5978,0.00
June 30 2020,Harris,TX,Passenger,1,0,1,204,205,0.49
July 31 2020,Calvert,MD,Passenger,0,2,2,89,91,2.20
July 31 2020,Fairbanks North Star,AK,Passenger,0,1,1,93,94,1.06
June 30 2020,Charles,MD,Passenger,1,1,2,68,70,2.86
June 30 2020,Hidalgo,TX,Passenger,0,1,1,67,68,1.47
June 30 2020,Cascade,MT,Passenger,0,1,1,53,54,1.85
July 31 2020,Ferry,WA,Passenger,7,3,10,4501,4511,0.22
August 31 2020,Jefferson,NY,Passenger,0,1,1,213,214,0.47
June 30 2020,Honolulu,HI,Passenger,3,0,3,408,411,0.73
July 31 2020,Charleston,SC,Passenger,1,0,1,93,94,1.06
June 30 2020,Riley,KS,Passenger,1,0,1,60,61,1.64
July 31 2020,Douglas,WA,Truck,0,0,0,12672,12672,0.00
June 30 2020,Clallam,WA,Truck,1,0,1,22308,22309,0.00
August 31 2020,Kern,CA,Passenger,1,1,2,217,219,0.91
June 30 2020,Sacramento,CA,Passenger,1,0,1,252,253,0.40
July 31 2020,Grays Harbor,WA,Truck,0,0,0,21442,21442,0.00
July 31 2020,Erie,NY,Passenger,1,0,1,38,39,2.56
June 30 2020,Cowlitz,WA,Truck,0,0,0,29686,29686,0.00
July 31 2020,Clark,WA,Truck,0,0,0,84419,84419,0.00
July 31 2020,Guadalupe,TX,Passenger,2,0,2,46,48,4.17
August 31 2020,Larimer,CO,Passenger,0,1,1,38,39,2.56
July 31 2020,Frederick,MD,Passenger,2,1,3,78,81,3.70
June 30 2020,Davidson,TN,Passenger,1,0,1,60,61,1.64
June 30 2020,Dekalb,GA,Passenger,1,0,1,70,71,1.41
June 30 2020,El Paso,TX,Passenger,2,0,2,420,422,0.47
July 31 2020,Contra Costa,CA,Passenger,3,0,3,179,182,1.65
June 30 2020,Shelby,OH,Passenger,0,1,1,1,2,50.00
July 31 2020,Harrison,MS,Passenger,1,0,1,56,57,1.75
August 31 2020,Lincoln,WA,Passenger,6,11,17,7817,7834,0.22
June 30 2020,Skagit,WA,Passenger,439,245,684,93157,93841,0.73
June 30 2020,Douglas,WA,Passenger,72,41,113,28596,28709,0.39
June 30 2020,Fairbanks North Star,AK,Passenger,0,1,1,94,95,1.05
June 30 2020,Snohomish,WA,Passenger,4629,1883,6512,544506,551018,1.18
July 31 2020,Greene,MO,Passenger,0,1,1,21,22,4.55
June 30 2020,Snohomish,WA,Truck,0,0,0,127380,127380,0.00
June 30 2020,Erie,NY,Passenger,1,0,1,37,38,2.63
July 31 2020,Hamilton,IN,Passenger,1,0,1,31,32,3.12
July 31 2020,Douglas,WA,Passenger,76,42,118,28625,28743,0.41
June 30 2020,Stevens,WA,Truck,0,0,0,19289,19289,0.00
June 30 2020,Ferry,WA,Passenger,5,3,8,4501,4509,0.18
June 30 2020,Liberty,GA,Passenger,1,0,1,119,120,0.83
July 31 2020,Dupage,IL,Passenger,2,0,2,48,50,4.00
June 30 2020,Fairfax,VA,Passenger,5,4,9,710,719,1.25
June 30 2020,Franklin,WA,Passenger,68,82,150,61985,62135,0.24
June 30 2020,Fresno,CA,Passenger,1,0,1,171,172,0.58
June 30 2020,Flathead,MT,Passenger,1,0,1,50,51,1.96
July 31 2020,Fairfax,VA,Passenger,5,4,9,711,720,1.25
July 31 2020,Island,WA,Truck,1,0,1,21763,21764,0.00
June 30 2020,Manassas City,VA,Passenger,0,1,1,3,4,25.00
June 30 2020,Umatilla,WA,Passenger,0,0,0,4,4,0.00
July 31 2020,Jefferson,NY,Passenger,0,1,1,215,216,0.46
June 30 2020,Grant,WA,Truck,0,0,0,27975,27975,0.00
August 31 2020,Monterey,CA,Passenger,1,0,1,170,171,0.58
June 30 2020,Grays Harbor,WA,Truck,0,0,0,21392,21392,0.00
July 31 2020,Kittitas,WA,Passenger,110,49,159,30509,30668,0.52
June 30 2020,Washtenaw,MI,Passenger,1,0,1,24,25,4.00
July 31 2020,Klamath,OR,Passenger,1,0,1,25,26,3.85
August 31 2020,Nassau,FL,Passenger,1,0,1,26,27,3.70
June 30 2020,Whitman,WA,Truck,0,0,0,8744,8744,0.00
July 31 2020,Guilford,NC,Passenger,1,0,1,26,27,3.70
June 30 2020,Harrison,MS,Passenger,1,0,1,58,59,1.69
July 31 2020,Klickitat,WA,Passenger,60,44,104,15530,15634,0.67
July 31 2020,Harris,TX,Passenger,1,0,1,197,198,0.51
June 30 2020,Howard,MD,Passenger,0,1,1,83,84,1.19
July 31 2020,Honolulu,HI,Passenger,3,0,3,403,406,0.74
June 30 2020,Okanogan,WA,Passenger,4,7,11,5977,5988,0.18
August 31 2020,Otero,NM,Passenger,0,1,1,33,34,2.94
July 31 2020,Adams,WA,Passenger,9,9,18,13210,13228,0.14
June 30 2020,Okanogan,WA,Truck,0,0,0,4042,4042,0.00
June 30 2020,Island,WA,Passenger,439,287,726,64048,64774,1.12
August 31 2020,Pacific,WA,Truck,0,0,0,7911,7911,0.00
August 31 2020,Pend Oreille,WA,Passenger,8,5,13,9531,9544,0.14
July 31 2020,Island,WA,Passenger,449,292,741,64115,64856,1.14
June 30 2020,Ozaukee,WI,Passenger,0,1,1,3,4,25.00
July 31 2020,Liberty,GA,Passenger,1,0,1,117,118,0.85
June 30 2020,Kern,CA,Passenger,1,1,2,223,225,0.89
June 30 2020,Jefferson,NY,Passenger,0,1,1,216,217,0.46
July 31 2020,Maricopa,AZ,Passenger,5,5,10,1146,1156,0.87
July 31 2020,Jefferson,WA,Truck,0,0,0,9771,9771,0.00
June 30 2020,King,WA,Truck,6,1,7,186666,186673,0.00
July 31 2020,Arlington,VA,Passenger,0,2,2,133,135,1.48
July 31 2020,Juneau,AK,Passenger,0,1,1,24,25,4.00
June 30 2020,Pierce,WA,Truck,0,0,0,145916,145916,0.00
June 30 2020,Kent,DE,Passenger,0,1,1,65,66,1.52
June 30 2020,Pinal,AZ,Passenger,1,0,1,146,147,0.68
July 31 2020,Mason,WA,Passenger,193,142,335,48460,48795,0.69
July 31 2020,Maui,HI,Passenger,1,0,1,31,32,3.12
June 30 2020,Kitsap,WA,Truck,0,0,0,55316,55316,0.00
August 31 2020,Riley,KS,Passenger,1,0,1,60,61,1.64
July 31 2020,Kings,NY,Passenger,1,0,1,58,59,1.69
June 30 2020,Putnam,TN,Passenger,0,1,1,2,3,33.33
July 31 2020,Kitsap,WA,Truck,0,0,0,55358,55358,0.00
June 30 2020,Lewis,WA,Truck,0,0,0,26973,26973,0.00
June 30 2020,Kittitas,WA,Truck,0,0,0,14998,14998,0.00
June 30 2020,Kootenai,ID,Passenger,1,0,1,185,186,0.54
July 31 2020,Montgomery,AL,Passenger,0,1,1,37,38,2.63
July 31 2020,Montgomery,OH,Passenger,0,1,1,60,61,1.64
August 31 2020,San Juan,WA,Passenger,322,102,424,14335,14759,2.87
August 31 2020,Shelby,OH,Passenger,0,1,1,1,2,50.00
July 31 2020,Lewis,WA,Truck,0,0,0,27007,27007,0.00
July 31 2020,Lincoln,WA,Truck,0,0,0,4785,4785,0.00
August 31 2020,Skamania,WA,Passenger,35,22,57,8603,8660,0.66
June 30 2020,Lincoln,WA,Truck,0,0,0,4758,4758,0.00
July 31 2020,New Castle,DE,Passenger,1,0,1,22,23,4.35
June 30 2020,Saint Marys,MD,Passenger,1,0,1,194,195,0.51
July 31 2020,Columbia,WA,Truck,0,0,0,1590,1590,0.00
July 31 2020,Norfolk City,VA,Passenger,2,1,3,359,362,0.83
June 30 2020,San Diego,CA,Passenger,13,9,22,2791,2813,0.78
July 31 2020,Cowlitz,WA,Passenger,157,131,288,73710,73998,0.39
July 31 2020,Otero,NM,Passenger,0,1,1,36,37,2.70
June 30 2020,San Juan,WA,Truck,0,0,0,6040,6040,0.00
July 31 2020,Ozaukee,WI,Passenger,0,1,1,3,4,25.00
June 30 2020,Monterey,CA,Passenger,1,0,1,175,176,0.57
July 31 2020,Pacific,WA,Truck,0,0,0,7909,7909,0.00
June 30 2020,Montgomery,PA,Passenger,1,0,1,22,23,4.35
June 30 2020,Santa Clara,CA,Passenger,3,2,5,267,272,1.84
August 31 2020,Thurston,WA,Truck,0,0,0,57049,57049,0.00
July 31 2020,Pima,AZ,Passenger,2,1,3,293,296,1.01
June 30 2020,New Castle,DE,Passenger,1,0,1,22,23,4.35
July 31 2020,Pacific,WA,Passenger,43,38,81,16051,16132,0.50
June 30 2020,Shelby,TN,Passenger,0,1,1,84,85,1.18
July 31 2020,Pinal,AZ,Passenger,1,0,1,144,145,0.69
July 31 2020,Montgomery,MD,Passenger,0,4,4,229,233,1.72
July 31 2020,Pend Oreille,WA,Truck,0,0,0,5961,5961,0.00
July 31 2020,Polk,FL,Passenger,1,0,1,62,63,1.59
June 30 2020,Solano,CA,Passenger,1,0,1,210,211,0.47
July 31 2020,Nassau,NY,Passenger,2,0,2,25,27,7.41
August 31 2020,Wahkiakum,WA,Passenger,6,7,13,3101,3114,0.42
July 31 2020,Franklin,WA,Passenger,74,85,159,62103,62262,0.26
June 30 2020,Nassau,NY,Passenger,2,0,2,25,27,7.41
July 31 2020,Placer,CA,Passenger,1,0,1,76,77,1.30
July 31 2020,Okanogan,WA,Truck,0,0,0,4047,4047,0.00
June 30 2020,Tipton,TN,Passenger,1,0,1,11,12,8.33
July 31 2020,Grant,WA,Passenger,64,80,144,66953,67097,0.21
July 31 2020,Grays Harbor,WA,Passenger,124,117,241,49114,49355,0.49
June 30 2020,Tulsa,OK,Passenger,0,1,1,39,40,2.50
June 30 2020,Otero,NM,Passenger,0,1,1,37,38,2.63
August 31 2020,Whatcom,WA,Passenger,1185,539,1724,152289,154013,1.12
July 31 2020,Powhatan,VA,Passenger,1,0,1,0,1,100.00
June 30 2020,Pacific,WA,Truck,0,0,0,7902,7902,0.00
June 30 2020,Palm Beach,FL,Passenger,0,1,1,65,66,1.52
August 31 2020,Whitman,WA,Truck,0,0,0,8699,8699,0.00
July 31 2020,Salt Lake,UT,Passenger,0,1,1,166,167,0.60
June 30 2020,San Juan,WA,Passenger,306,97,403,14364,14767,2.73
July 31 2020,San Diego,CA,Passenger,13,8,21,2785,2806,0.75
June 30 2020,San Mateo,CA,Passenger,0,1,1,107,108,0.93
July 31 2020,Hennepin,MN,Passenger,2,0,2,76,78,2.56
July 31 2020,Sarasota,FL,Passenger,1,0,1,20,21,4.76
July 31 2020,Hidalgo,TX,Passenger,0,1,1,63,64,1.56
July 31 2020,Shelby,TN,Passenger,0,1,1,82,83,1.20
July 31 2020,Shelby,OH,Passenger,0,1,1,1,2,50.00
July 31 2020,,CA,Passenger,1,2,3,210,213,1.41
July 31 2020,Skagit,WA,Passenger,456,246,702,93277,93979,0.75
July 31 2020,Saint Marys,MD,Passenger,1,0,1,193,194,0.52
July 31 2020,Skamania,WA,Passenger,35,20,55,8656,8711,0.63
July 31 2020,Skamania,WA,Truck,0,0,0,4185,4185,0.00
September 30 2020,Boulder,CO,Passenger,1,1,2,33,35,5.71
June 30 2020,Saint Louis City,MO,Passenger,1,0,1,25,26,3.85
July 31 2020,San Francisco,CA,Passenger,2,1,3,80,83,3.61
July 31 2020,Bell,TX,Passenger,0,1,1,387,388,0.26
June 30 2020,Thurston,WA,Truck,0,0,0,56926,56926,0.00
July 31 2020,Santa Clara,CA,Passenger,4,2,6,254,260,2.31
July 31 2020,Kent,MI,Passenger,0,1,1,21,22,4.55
July 31 2020,Tipton,TN,Passenger,1,0,1,11,12,8.33
July 31 2020,Bradley,TN,Passenger,1,1,2,3,5,40.00
July 31 2020,King,WA,Truck,8,1,9,187267,187276,0.00
July 31 2020,Twin Falls,ID,Passenger,0,1,1,18,19,5.26
September 30 2020,Carson City,NV,Passenger,1,0,1,8,9,11.11
July 31 2020,Klickitat,WA,Truck,0,0,0,8397,8397,0.00
July 31 2020,Umatilla,WA,Passenger,0,0,0,4,4,0.00
June 30 2020,Valencia,NM,Passenger,1,0,1,3,4,25.00
July 31 2020,Vigo,IN,Passenger,1,0,1,4,5,20.00
June 30 2020,Shasta,CA,Passenger,1,0,1,36,37,2.70
July 31 2020,Broward,FL,Passenger,1,1,2,98,100,2.00
July 31 2020,Walla Walla,WA,Truck,0,0,0,14164,14164,0.00
September 30 2020,Clackamas,OR,Passenger,1,0,1,149,150,0.67
July 31 2020,Bryan,GA,Passenger,1,0,1,55,56,1.79
July 31 2020,Whatcom,WA,Passenger,1166,526,1692,152389,154081,1.10
July 31 2020,Whitman,WA,Truck,0,0,0,8734,8734,0.00
July 31 2020,Williams,ND,Passenger,0,1,1,12,13,7.69
June 30 2020,Skamania,WA,Passenger,35,19,54,8713,8767,0.62
July 31 2020,Carson City,NV,Passenger,1,0,1,8,9,11.11
July 31 2020,Wahkiakum,WA,Truck,0,0,0,1788,1788,0.00
September 30 2020,Columbia,WA,Passenger,4,3,7,2492,2499,0.28
July 31 2020,Spokane,WA,Passenger,796,528,1324,323226,324550,0.41
June 30 2020,Sumter,FL,Passenger,0,1,1,9,10,10.00
August 31 2020,,CA,Passenger,1,2,3,211,214,1.40
June 30 2020,Travis,TX,Passenger,1,2,3,153,156,1.92
July 31 2020,Lake,IL,Passenger,1,0,1,170,171,0.58
September 30 2020,Cumberland,NC,Passenger,0,3,3,457,460,0.65
July 31 2020,Clackamas,OR,Passenger,1,0,1,159,160,0.62
July 31 2020,Larimer,CO,Passenger,0,1,1,39,40,2.50
August 31 2020,Allegheny,PA,Passenger,1,0,1,59,60,1.67
September 30 2020,Deschutes,OR,Passenger,1,0,1,107,108,0.93
June 30 2020,Vigo,IN,Passenger,1,0,1,4,5,20.00
August 31 2020,Arlington,VA,Passenger,0,2,2,131,133,1.50
July 31 2020,Tulsa,OK,Passenger,0,1,1,38,39,2.56
July 31 2020,Cumberland,NC,Passenger,0,3,3,468,471,0.64
July 31 2020,Washtenaw,MI,Passenger,1,0,1,24,25,4.00
June 30 2020,Wahkiakum,WA,Passenger,6,7,13,3060,3073,0.42
June 30 2020,Walla Walla,WA,Passenger,76,63,139,36708,36847,0.38
September 30 2020,Douglas,OR,Passenger,1,0,1,40,41,2.44
July 31 2020,District Of Columbia,DC,Passenger,2,3,5,206,211,2.37
July 31 2020,Whatcom,WA,Truck,3,0,3,44272,44275,0.01
September 30 2020,Dupage,IL,Passenger,2,0,2,45,47,4.26
June 30 2020,Whatcom,WA,Passenger,1135,522,1657,152324,153981,1.08
July 31 2020,Albemarle,VA,Passenger,1,0,1,25,26,3.85
August 31 2020,,,Passenger,8,5,13,1835,1848,0.70
July 31 2020,Duval,FL,Passenger,0,1,1,335,336,0.30
June 30 2020,Williamson,TX,Passenger,1,0,1,108,109,0.92
August 31 2020,Adams,WA,Passenger,9,10,19,13213,13232,0.14
July 31 2020,Benton,WA,Passenger,387,329,716,137203,137919,0.52
July 31 2020,Benton,WA,Truck,0,0,0,43977,43977,0.00
July 31 2020,Brevard,FL,Passenger,0,1,1,73,74,1.35
August 31 2020,Bell,TX,Passenger,0,1,1,378,379,0.26
July 31 2020,Bucks,PA,Passenger,1,0,1,20,21,4.76
July 31 2020,Ada,ID,Passenger,0,1,1,235,236,0.42
August 31 2020,Anne Arundel,MD,Passenger,0,3,3,389,392,0.77
July 31 2020,Utah,UT,Passenger,0,1,1,114,115,0.87
July 31 2020,Alameda,CA,Passenger,1,0,1,247,248,0.40
August 31 2020,Asotin,WA,Passenger,18,15,33,12691,12724,0.26
August 31 2020,Bradley,TN,Passenger,1,1,2,1,3,66.67
July 31 2020,Montgomery,PA,Passenger,1,0,1,22,23,4.35
September 30 2020,Goochland,VA,Passenger,3,1,4,178,182,2.20
July 31 2020,Clallam,WA,Passenger,252,173,425,51085,51510,0.83
July 31 2020,Walla Walla,WA,Passenger,80,66,146,36762,36908,0.40
July 31 2020,Ferry,WA,Truck,0,0,0,3704,3704,0.00
August 31 2020,Bryan,GA,Passenger,1,0,1,56,57,1.75
July 31 2020,Multnomah,OR,Passenger,4,7,11,659,670,1.64
July 31 2020,Bexar,TX,Passenger,4,5,9,543,552,1.63
